,Unnamed: 0,created_at,author_id,id,text,casefolding,tokenizing,tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
65,65,2022-04-12T07:32:06.000Z,123757780,1513781994848587776,"Selain Tuntut Jokowi Turun, Demonstran Serukan Khilafah: Islam Solusi Keadilan: Sebuah video yang memperlihatkan massa demonstran tak hanya menuntut Presiden Jokowi turun dari jabatannya melainkan juga menyerukan penerapan… https://t.co/o8QTH744BN #News #jokowiturun #khilafah","selain tuntut jokowi turun, demonstran serukan khilafah: islam solusi keadilan: sebuah video yang memperlihatkan massa demonstran tak hanya menuntut presiden jokowi turun dari jabatannya melainkan juga menyerukan penerapan… https://t.co/o8qth744bn #news #jokowiturun #khilafah","['selain', 'tuntut', 'jokowi', 'turun', 'demonstran', 'serukan', 'khilafah', 'islam', 'solusi', 'keadilan', 'sebuah', 'video', 'yang', 'memperlihatkan', 'massa', 'demonstran', 'tak', 'hanya', 'menuntut', 'presiden', 'jokowi', 'turun', 'dari', 'jabatannya', 'melainkan', 'juga', 'menyerukan', 'penerapan']",<FreqDist with 25 samples and 28 outcomes>,"['tuntut', 'jokowi', 'turun', 'demonstran', 'serukan', 'khilafah', 'islam', 'solusi', 'keadilan', 'video', 'massa', 'demonstran', 'menuntut', 'presiden', 'jokowi', 'turun', 'jabatannya', 'menyerukan', 'penerapan']","['tuntut', 'jokowi', 'turun', 'demonstran', 'seru', 'khilafah', 'islam', 'solusi', 'adil', 'video', 'massa', 'demonstran', 'tuntut', 'presiden', 'jokowi', 'turun', 'jabat', 'seru', 'terap']"
66,66,2022-04-12T07:31:57.000Z,1873449728,1513781956239974400,@nadiraayubi_ @kangdede78 @jokowi Kok ngak nampak ngawa ? NGUMPETKAH ?,@nadiraayubi_ @kangdede78 @jokowi kok ngak nampak ngawa ? ngumpetkah ?,"['kok', 'ngak', 'nampak', 'ngawa', 'ngumpetkah']",<FreqDist with 5 samples and 5 outcomes>,"['ngak', 'nampak', 'ngawa', 'ngumpetkah']","['ngak', 'nampak', 'ngawa', 'ngumpetkah']"
67,67,2022-04-12T07:31:57.000Z,1493214083554103297,1513781955334385670,"@MrsRachelIn @jokowi Sepertinya ada benang merahnya,
Dana demo gak sedikit kan.🫣","@mrsrachelin @jokowi sepertinya ada benang merahnya,
dana demo gak sedikit kan.🫣","['sepertinya', 'ada', 'benang', 'merahnya', 'dana', 'demo', 'gak', 'sedikit', 'kan']",<FreqDist with 9 samples and 9 outcomes>,"['benang', 'merahnya', 'dana', 'demo']","['benang', 'merah', 'dana', 'demo']"
68,68,2022-04-12T07:31:57.000Z,4519796599,1513781954457800705,"@dek_bintank Hari ini 12 April 2022, presidenmu masih JOKOWI...uuurrraaaa","@dek_bintank hari ini 12 april 2022, presidenmu masih jokowi...uuurrraaaa","['bintank', 'hari', 'ini', 'april', 'presidenmu', 'masih', 'jokowiuuurrraaaa']",<FreqDist with 7 samples and 7 outcomes>,"['bintank', 'april', 'presidenmu', 'jokowiuuurrraaaa']","['bintank', 'april', 'presiden', 'jokowiuuurrraaaa']"
69,69,2022-04-12T07:31:54.000Z,4189535786,1513781941375746054,@kkpgoid @budidayakkp @jokowi @itjen_kkp @swtrenggono @tahang_m @KPK_RI @rbkunwas,@kkpgoid @budidayakkp @jokowi @itjen_kkp @swtrenggono @tahang_m @kpk_ri @rbkunwas,"['kkp', 'ri']",<FreqDist with 2 samples and 2 outcomes>,"['kkp', 'ri']","['kkp', 'ri']"
70,70,2022-04-12T07:31:50.000Z,125923625,1513781925135101953,"@megantari_jogja @jokowi Pertemuan hari ini membahas Laporan Tahunan Ombudsman RI. Ada bnyk topik yg didiskusikan. Hasilnya, Presiden secara serius akan menindaklanjuti semua saran &amp; rekomendasi Ombudsman RI, trmsk terkait dgn minyak goreng. Semoga kebijakan ke depan bisa berdampak positif utk kita semua","@megantari_jogja @jokowi pertemuan hari ini membahas laporan tahunan ombudsman ri. ada bnyk topik yg didiskusikan. hasilnya, presiden secara serius akan menindaklanjuti semua saran &amp; rekomendasi ombudsman ri, trmsk terkait dgn minyak goreng. semoga kebijakan ke depan bisa berdampak positif utk kita semua","['jogja', 'pertemuan', 'hari', 'ini', 'membahas', 'laporan', 'tahunan', 'ombudsman', 'ri', 'ada', 'bnyk', 'topik', 'yg', 'didiskusikan', 'hasilnya', 'presiden', 'secara', 'serius', 'akan', 'menindaklanjuti', 'semua', 'saran', 'amp', 'rekomendasi', 'ombudsman', 'ri', 'trmsk', 'terkait', 'dgn', 'minyak', 'goreng', 'semoga', 'kebijakan', 'ke', 'depan', 'bisa', 'berdampak', 'positif', 'utk', 'kita', 'semua']",<FreqDist with 38 samples and 41 outcomes>,"['jogja', 'pertemuan', 'membahas', 'laporan', 'tahunan', 'ombudsman', 'ri', 'bnyk', 'topik', 'didiskusikan', 'hasilnya', 'presiden', 'serius', 'menindaklanjuti', 'saran', 'rekomendasi', 'ombudsman', 'ri', 'trmsk', 'terkait', 'minyak', 'goreng', 'semoga', 'kebijakan', 'berdampak', 'positif']","['jogja', 'temu', 'bahas', 'lapor', 'tahun', 'ombudsman', 'ri', 'bnyk', 'topik', 'diskusi', 'hasil', 'presiden', 'serius', 'menindaklanjuti', 'saran', 'rekomendasi', 'ombudsman', 'ri', 'trmsk', 'kait', 'minyak', 'goreng', 'moga', 'bijak', 'dampak', 'positif']"
71,71,2022-04-12T07:31:49.000Z,624259632,1513781923491233792,@kenzo78418261 @Der16502284 @layla_zaeyn @jokowi pendapatnya ga harus nyerang personal bisa gak? jelek bgt komen lu,@kenzo78418261 @der16502284 @layla_zaeyn @jokowi pendapatnya ga harus nyerang personal bisa gak? jelek bgt komen lu,"['zaeyn', 'pendapatnya', 'ga', 'harus', 'nyerang', 'personal', 'bisa', 'gak', 'jelek', 'bgt', 'komen', 'lu']",<FreqDist with 12 samples and 12 outcomes>,"['zaeyn', 'pendapatnya', 'nyerang', 'personal', 'jelek', 'bgt', 'komen', 'lu']","['zaeyn', 'dapat', 'nyerang', 'personal', 'jelek', 'bgt', 'komen', 'lu']"
72,72,2022-04-12T07:31:47.000Z,1463466055880232963,1513781913600856065,Presiden Jokowi Lantik Anggota KPU dan Bawaslu Masa Jabatan 2022-2027 https://t.co/d5JmoajWv5,presiden jokowi lantik anggota kpu dan bawaslu masa jabatan 2022-2027 https://t.co/d5jmoajwv5,"['presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'dan', 'bawaslu', 'masa', 'jabatan']",<FreqDist with 9 samples and 9 outcomes>,"['presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'bawaslu', 'jabatan']","['presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'bawaslu', 'jabat']"
73,73,2022-04-12T07:31:46.000Z,1269629023421779968,1513781910790582276,"@zacky_enf @moslem_nkri @jokowi Nda tau juga ya.. 
Bisa aja lakban kardusnya di silet,seketika isi kardus kotak suara berubah
Ajaib khan..","@zacky_enf @moslem_nkri @jokowi nda tau juga ya.. 
bisa aja lakban kardusnya di silet,seketika isi kardus kotak suara berubah
ajaib khan..","['enf', 'nkri', 'nda', 'tau', 'juga', 'ya', 'bisa', 'aja', 'lakban', 'kardusnya', 'di', 'siletseketika', 'isi', 'kardus', 'kotak', 'suara', 'berubah', 'ajaib', 'khan']",<FreqDist with 19 samples and 19 outcomes>,"['enf', 'nkri', 'nda', 'lakban', 'kardusnya', 'siletseketika', 'isi', 'kardus', 'kotak', 'suara', 'berubah', 'ajaib', 'khan']","['enf', 'nkri', 'nda', 'lakban', 'kardus', 'siletseketika', 'isi', 'kardus', 'kotak', 'suara', 'ubah', 'ajaib', 'khan']"
74,74,2022-04-12T07:31:44.000Z,1358629920084094976,1513781900657426434,"@RamliRizal Tuhan telah memilih dan mengutus utusanya utk menyelamatkan nkri dari para koruptor,para pendengki.yaitu presiden jokowi yg menang mutlak sah di pilih rakyat indonesia","@ramlirizal tuhan telah memilih dan mengutus utusanya utk menyelamatkan nkri dari para koruptor,para pendengki.yaitu presiden jokowi yg menang mutlak sah di pilih rakyat indonesia","['tuhan', 'telah', 'memilih', 'dan', 'mengutus', 'utusanya', 'utk', 'menyelamatkan', 'nkri', 'dari', 'para', 'koruptorpara', 'pendengkiyaitu', 'presiden', 'jokowi', 'yg', 'menang', 'mutlak', 'sah', 'di', 'pilih', 'rakyat', 'indonesia']",<FreqDist with 23 samples and 23 outcomes>,"['tuhan', 'memilih', 'mengutus', 'utusanya', 'menyelamatkan', 'nkri', 'koruptorpara', 'pendengkiyaitu', 'presiden', 'jokowi', 'menang', 'mutlak', 'sah', 'pilih', 'rakyat', 'indonesia']","['tuhan', 'pilih', 'utus', 'utusanya', 'selamat', 'nkri', 'koruptorpara', 'pendengkiyaitu', 'presiden', 'jokowi', 'menang', 'mutlak', 'sah', 'pilih', 'rakyat', 'indonesia']"
75,75,2022-04-12T07:31:41.000Z,713611753,1513781890075213829,@bulantasik @VerrBoden @DokterTifa Mengaku Islam tp melihat kenyataan jika Allah melindungi pak Jokowi &amp; negara ini kok kepanasan? Kok menyangkal?,@bulantasik @verrboden @doktertifa mengaku islam tp melihat kenyataan jika allah melindungi pak jokowi &amp; negara ini kok kepanasan? kok menyangkal?,"['mengaku', 'islam', 'tp', 'melihat', 'kenyataan', 'jika', 'allah', 'melindungi', 'pak', 'jokowi', 'amp', 'negara', 'ini', 'kok', 'kepanasan', 'kok', 'menyangkal']",<FreqDist with 16 samples and 17 outcomes>,"['mengaku', 'islam', 'tp', 'kenyataan', 'allah', 'melindungi', 'jokowi', 'negara', 'kepanasan', 'menyangkal']","['aku', 'islam', 'tp', 'nyata', 'allah', 'lindung', 'jokowi', 'negara', 'panas', 'sangkal']"
76,76,2022-04-12T07:31:39.000Z,1346305256762720256,1513781880528654339,"@yungsgy Yg beliin Jokowi, Bro? 🤭","@yungsgy yg beliin jokowi, bro? 🤭","['yg', 'beliin', 'jokowi', 'bro']",<FreqDist with 4 samples and 4 outcomes>,"['beliin', 'jokowi', 'bro']","['beliin', 'jokowi', 'bro']"
77,77,2022-04-12T07:31:34.000Z,942835436736487424,1513781856851832833,Emak emak ingin Jokowi mundur.nah gimana tanggapan anda?? https://t.co/MYSYbIqNWL,emak emak ingin jokowi mundur.nah gimana tanggapan anda?? https://t.co/mysybiqnwl,"['emak', 'emak', 'ingin', 'jokowi', 'mundurnah', 'gimana', 'tanggapan', 'anda']",<FreqDist with 7 samples and 8 outcomes>,"['emak', 'emak', 'jokowi', 'mundurnah', 'gimana', 'tanggapan']","['emak', 'emak', 'jokowi', 'mundurnah', 'gimana', 'tanggap']"
78,78,2022-04-12T07:31:33.000Z,1196324488607985665,1513781852850425856,@vita_AVP @ListyoSigitP @jokowi  salah pilih pala pulisih.  Ganti,@vita_avp @listyosigitp @jokowi  salah pilih pala pulisih.  ganti,"['avp', 'salah', 'pilih', 'pala', 'pulisih', 'ganti']",<FreqDist with 6 samples and 6 outcomes>,"['avp', 'salah', 'pilih', 'pala', 'pulisih', 'ganti']","['avp', 'salah', 'pilih', 'pala', 'pulisih', 'ganti']"
79,79,2022-04-12T07:31:31.000Z,817724394294214657,1513781847398170624,"@saiful_mujani @ferrykoto Yang Biadab dan Kejam itu,, Pendukung Jokowi,, Karena Membunuh, Menyiksa pihak OPOSISI dan Anggota FPI,, Ade Armando Masih Hidup,,, https://t.co/Ep8RIaxQlA","@saiful_mujani @ferrykoto yang biadab dan kejam itu,, pendukung jokowi,, karena membunuh, menyiksa pihak oposisi dan anggota fpi,, ade armando masih hidup,,, https://t.co/ep8riaxqla","['mujani', 'yang', 'biadab', 'dan', 'kejam', 'itu', 'pendukung', 'jokowi', 'karena', 'membunuh', 'menyiksa', 'pihak', 'oposisi', 'dan', 'anggota', 'fpi', 'ade', 'armando', 'masih', 'hidup']",<FreqDist with 19 samples and 20 outcomes>,"['mujani', 'biadab', 'kejam', 'pendukung', 'jokowi', 'membunuh', 'menyiksa', 'oposisi', 'anggota', 'fpi', 'ade', 'armando', 'hidup']","['mujani', 'biadab', 'kejam', 'dukung', 'jokowi', 'bunuh', 'siksa', 'oposisi', 'anggota', 'fpi', 'ade', 'armando', 'hidup']"
80,80,2022-04-12T07:31:30.000Z,335775232,1513781841458696194,Kalau Jokowi berani mecat opung luhud wah fix hokage Naruto lewat~,kalau jokowi berani mecat opung luhud wah fix hokage naruto lewat~,"['kalau', 'jokowi', 'berani', 'mecat', 'opung', 'luhud', 'wah', 'fix', 'hokage', 'naruto', 'lewat']",<FreqDist with 11 samples and 11 outcomes>,"['jokowi', 'berani', 'mecat', 'opung', 'luhud', 'fix', 'hokage', 'naruto']","['jokowi', 'berani', 'mecat', 'opung', 'luhud', 'fix', 'hokage', 'naruto']"
81,81,2022-04-12T07:31:25.000Z,1497851922476273665,1513781822765015043,@EriekaAmelia @goensaja @jokowi @gibran_tweet Penggemar #bolibanteradikalis juga nih mbak @EriekaAmelia walau terpaksa 😅,@eriekaamelia @goensaja @jokowi @gibran_tweet penggemar #bolibanteradikalis juga nih mbak @eriekaamelia walau terpaksa 😅,"['tweet', 'penggemar', 'juga', 'nih', 'mbak', 'walau', 'terpaksa']",<FreqDist with 7 samples and 7 outcomes>,"['tweet', 'penggemar', 'mbak', 'terpaksa']","['tweet', 'gemar', 'mbak', 'paksa']"
82,82,2022-04-12T07:31:17.000Z,1152110797293670401,1513781787281231873,"Agak debatable di JK. 

dia sih utang budi ke Jokowi dengan ""penerbangan pengobatan diam2"" tanpa publik ngeh. Ke Jerman

Tapi nusuk Jokowi bolakbalik. 
212 lah 
Pilkada DKI lah. 
Push Anies segala caralah https://t.co/0DwiHYVhMg","agak debatable di jk. 

dia sih utang budi ke jokowi dengan ""penerbangan pengobatan diam2"" tanpa publik ngeh. ke jerman

tapi nusuk jokowi bolakbalik. 
212 lah 
pilkada dki lah. 
push anies segala caralah https://t.co/0dwihyvhmg","['agak', 'debatable', 'di', 'jk', 'dia', 'sih', 'utang', 'budi', 'ke', 'jokowi', 'dengan', 'penerbangan', 'pengobatan', 'diam', 'tanpa', 'publik', 'ngeh', 'ke', 'jerman', 'tapi', 'nusuk', 'jokowi', 'bolakbalik', 'lah', 'pilkada', 'dki', 'lah', 'push', 'anies', 'segala', 'caralah']",<FreqDist with 28 samples and 31 outcomes>,"['debatable', 'jk', 'utang', 'budi', 'jokowi', 'penerbangan', 'pengobatan', 'diam', 'publik', 'ngeh', 'jerman', 'nusuk', 'jokowi', 'bolakbalik', 'pilkada', 'dki', 'push', 'anies', 'caralah']","['debatable', 'jk', 'utang', 'budi', 'jokowi', 'terbang', 'obat', 'diam', 'publik', 'ngeh', 'jerman', 'nusuk', 'jokowi', 'bolakbalik', 'pilkada', 'dki', 'push', 'anies', 'cara']"
83,83,2022-04-12T07:31:15.000Z,1078739988877963264,1513781778968121350,"@gitaaaayuuuu @BEMUI_Official emng dari awal narasinya bukan 3 periode, tapi buat nurunin jokowi dari posisinya sebagai presiden","@gitaaaayuuuu @bemui_official emng dari awal narasinya bukan 3 periode, tapi buat nurunin jokowi dari posisinya sebagai presiden","['official', 'emng', 'dari', 'awal', 'narasinya', 'bukan', 'periode', 'tapi', 'buat', 'nurunin', 'jokowi', 'dari', 'posisinya', 'sebagai', 'presiden']",<FreqDist with 14 samples and 15 outcomes>,"['official', 'emng', 'narasinya', 'periode', 'nurunin', 'jokowi', 'posisinya', 'presiden']","['official', 'emng', 'narasi', 'periode', 'nurunin', 'jokowi', 'posisi', 'presiden']"
84,84,2022-04-12T07:31:07.000Z,1453173401342779395,1513781746919161856,Viral Lagi Pernyataan Jokowi Kangen Didemo dan Janji Siapkan Makanan dan Minuman https://t.co/WUebNdgqxG,viral lagi pernyataan jokowi kangen didemo dan janji siapkan makanan dan minuman https://t.co/wuebndgqxg,"['viral', 'lagi', 'pernyataan', 'jokowi', 'kangen', 'didemo', 'dan', 'janji', 'siapkan', 'makanan', 'danminuman']",<FreqDist with 11 samples and 11 outcomes>,"['viral', 'pernyataan', 'jokowi', 'kangen', 'didemo', 'janji', 'siapkan', 'makanan', 'danminuman']","['viral', 'nyata', 'jokowi', 'kangen', 'demo', 'janji', 'siap', 'makan', 'danminuman']"
85,85,2022-04-12T07:31:01.000Z,1495948068587737088,1513781721258344450,@ariandi6031 Saya selalu dukung Pakde Jokowi,@ariandi6031 saya selalu dukung pakde jokowi,"['saya', 'selalu', 'dukung', 'pakde', 'jokowi']",<FreqDist with 5 samples and 5 outcomes>,"['dukung', 'pakde', 'jokowi']","['dukung', 'pakde', 'jokowi']"
86,86,2022-04-12T07:31:01.000Z,919723302116999170,1513781719216046083,"@satriaxbrandal @jokowi @cakimiNOW @AremaNita__ @Jelantik5 @cucu_mbahDharma @AswantGardapati Wacana penundaan pemilu yg dilontarkan mereka yg bikin mahasiswa jadi turun ke jalan, dan lagi lagi Jokowi yg disalahkan","@satriaxbrandal @jokowi @cakiminow @aremanita__ @jelantik5 @cucu_mbahdharma @aswantgardapati wacana penundaan pemilu yg dilontarkan mereka yg bikin mahasiswa jadi turun ke jalan, dan lagi lagi jokowi yg disalahkan","['mbahdharma', 'wacana', 'penundaan', 'pemilu', 'yg', 'dilontarkan', 'mereka', 'yg', 'bikin', 'mahasiswa', 'jadi', 'turun', 'ke', 'jalan', 'dan', 'lagi', 'lagi', 'jokowi', 'yg', 'disalahkan']",<FreqDist with 17 samples and 20 outcomes>,"['mbahdharma', 'wacana', 'penundaan', 'pemilu', 'dilontarkan', 'mahasiswa', 'turun', 'jalan', 'jokowi', 'disalahkan']","['mbahdharma', 'wacana', 'tunda', 'milu', 'lontar', 'mahasiswa', 'turun', 'jalan', 'jokowi', 'salah']"
87,87,2022-04-12T07:30:59.000Z,1497587832835407875,1513781712253505539,@ariandi6031 Jokowi pemimpin yang merakyat,@ariandi6031 jokowi pemimpin yang merakyat,"['jokowi', 'pemimpin', 'yang', 'merakyat']",<FreqDist with 4 samples and 4 outcomes>,"['jokowi', 'pemimpin', 'merakyat']","['jokowi', 'pimpin', 'rakyat']"
88,88,2022-04-12T07:30:56.000Z,1067959794328162304,1513781697909002250,"@GeiszChalifah Demo anarkis membuat perjuangan mahasiswa ternoda.
Saya sepakat demo mahasiswa unt menekan kinerja pemerintah Jokowi supaya lebih pentingkan kebutuhan rakyatnya","@geiszchalifah demo anarkis membuat perjuangan mahasiswa ternoda.
saya sepakat demo mahasiswa unt menekan kinerja pemerintah jokowi supaya lebih pentingkan kebutuhan rakyatnya","['demo', 'anarkis', 'membuat', 'perjuangan', 'mahasiswa', 'ternoda', 'saya', 'sepakat', 'demo', 'mahasiswa', 'unt', 'menekan', 'kinerja', 'pemerintah', 'jokowi', 'supaya', 'lebih', 'pentingkan', 'kebutuhan', 'rakyatnya']",<FreqDist with 18 samples and 20 outcomes>,"['demo', 'anarkis', 'perjuangan', 'mahasiswa', 'ternoda', 'sepakat', 'demo', 'mahasiswa', 'unt', 'menekan', 'kinerja', 'pemerintah', 'jokowi', 'pentingkan', 'kebutuhan', 'rakyatnya']","['demo', 'anarkis', 'juang', 'mahasiswa', 'noda', 'sepakat', 'demo', 'mahasiswa', 'unt', 'tekan', 'kerja', 'perintah', 'jokowi', 'penting', 'butuh', 'rakyat']"
89,89,2022-04-12T07:30:55.000Z,1497587757387960322,1513781693169102848,@ariandi6031 Jokowi menegaskan tak berminat jadi presiden selama tiga periode,@ariandi6031 jokowi menegaskan tak berminat jadi presiden selama tiga periode,"['jokowi', 'menegaskan', 'tak', 'berminat', 'jadi', 'presiden', 'selama', 'tiga', 'periode']",<FreqDist with 9 samples and 9 outcomes>,"['jokowi', 'berminat', 'presiden', 'periode']","['jokowi', 'minat', 'presiden', 'periode']"
90,90,2022-04-12T07:30:52.000Z,1310287386811625472,1513781684269125634,"@katanyahasan @wtfmsdpn @ChusnulCh__ @jokowi @mohmahfudmd @ListyoSigitP Tanya mbak rara aja mas, siapa tau kendi sakti nya bisa ngasi jawaban. https://t.co/v6wjjGgrNu","@katanyahasan @wtfmsdpn @chusnulch__ @jokowi @mohmahfudmd @listyosigitp tanya mbak rara aja mas, siapa tau kendi sakti nya bisa ngasi jawaban. https://t.co/v6wjjggrnu","['tanya', 'mbak', 'rara', 'aja', 'mas', 'siapa', 'tau', 'kendi', 'sakti', 'nya', 'bisa', 'ngasi', 'jawaban']",<FreqDist with 13 samples and 13 outcomes>,"['mbak', 'rara', 'mas', 'kendi', 'sakti', 'ngasi']","['mbak', 'rara', 'mas', 'kendi', 'sakti', 'ngasi']"
91,91,2022-04-12T07:30:51.000Z,302475991,1513781680167088140,daftar #nexmedia hub: 08568931707 klik jg https://t.co/tqrzNsuuTi pesan langsung antar #jokowi #indonesia #jakarta,daftar #nexmedia hub: 08568931707 klik jg https://t.co/tqrznsuuti pesan langsung antar #jokowi #indonesia #jakarta,"['daftar', 'hub', 'klik', 'jg', 'pesan', 'langsung', 'antar']",<FreqDist with 7 samples and 7 outcomes>,"['daftar', 'hub', 'klik', 'jg', 'pesan', 'langsung']","['daftar', 'hub', 'klik', 'jg', 'pesan', 'langsung']"
92,92,2022-04-12T07:30:50.000Z,1440226712642461702,1513781674802581506,@ariandi6031 Presiden Jokowi meminta para menteri sensitif pada kesulitan rakyat serta memiliki empati,@ariandi6031 presiden jokowi meminta para menteri sensitif pada kesulitan rakyat serta memiliki empati,"['presiden', 'jokowi', 'meminta', 'para', 'menteri', 'sensitif', 'pada', 'kesulitan', 'rakyat', 'serta', 'memiliki', 'empati']",<FreqDist with 12 samples and 12 outcomes>,"['presiden', 'jokowi', 'menteri', 'sensitif', 'kesulitan', 'rakyat', 'memiliki', 'empati']","['presiden', 'jokowi', 'menteri', 'sensitif', 'sulit', 'rakyat', 'milik', 'empati']"
93,93,2022-04-12T07:30:49.000Z,1396062910204416003,1513781671467778049,@ariandi6031 Pendukung Jokowi taat konstitusi 2 periode,@ariandi6031 pendukung jokowi taat konstitusi 2 periode,"['pendukung', 'jokowi', 'taat', 'konstitusi', 'periode']",<FreqDist with 5 samples and 5 outcomes>,"['pendukung', 'jokowi', 'taat', 'konstitusi', 'periode']","['dukung', 'jokowi', 'taat', 'konstitusi', 'periode']"
94,94,2022-04-12T07:30:46.000Z,1010870787618697216,1513781655898849284,"@faizalassegaf @jokowi Aseli, orang ternyata aneh &amp; tidak berguna","@faizalassegaf @jokowi aseli, orang ternyata aneh &amp; tidak berguna","['aseli', 'orang', 'ternyata', 'aneh', 'amp', 'tidak', 'berguna']",<FreqDist with 7 samples and 7 outcomes>,"['aseli', 'orang', 'aneh', 'berguna']","['aseli', 'orang', 'aneh', 'guna']"
95,95,2022-04-12T07:30:45.000Z,1379431842,1513781654380478466,@Santanha_88 @jokowi Ada apa ini ?,@santanha_88 @jokowi ada apa ini ?,"['ada', 'apa', 'ini']",<FreqDist with 3 samples and 3 outcomes>,[],[]
96,96,2022-04-12T07:30:44.000Z,1332259261129256962,1513781649011781635,"@Kemenag_RI  @jokowi 
Kalian pemimpin mayoritas tercuci otak lewat ceramah aliran terorism. Jd klu kalian dihina dicaci, mrk adalah iblism. Ga usah pikirin ya pak. https://t.co/PibLzIUTLc","@kemenag_ri  @jokowi 
kalian pemimpin mayoritas tercuci otak lewat ceramah aliran terorism. jd klu kalian dihina dicaci, mrk adalah iblism. ga usah pikirin ya pak. https://t.co/piblziutlc","['ri', 'kalian', 'pemimpin', 'mayoritas', 'tercuci', 'otak', 'lewat', 'ceramah', 'aliran', 'terorism', 'jd', 'klu', 'kalian', 'dihina', 'dicaci', 'mrk', 'adalah', 'iblism', 'ga', 'usah', 'pikirin', 'ya', 'pak']",<FreqDist with 22 samples and 23 outcomes>,"['ri', 'pemimpin', 'mayoritas', 'tercuci', 'otak', 'ceramah', 'aliran', 'terorism', 'klu', 'dihina', 'dicaci', 'mrk', 'iblism', 'pikirin']","['ri', 'pimpin', 'mayoritas', 'cuci', 'otak', 'ceramah', 'alir', 'terorism', 'klu', 'hina', 'caci', 'mrk', 'iblism', 'pikirin']"
97,97,2022-04-12T07:30:33.000Z,84447580,1513781600961540096,"Rekam Jejak Komisioner KPU 2022-2027 yang Baru Dilantik Jokowi
https://t.co/z6jrzG8WhT","rekam jejak komisioner kpu 2022-2027 yang baru dilantik jokowi
https://t.co/z6jrzg8wht","['rekam', 'jejak', 'komisioner', 'kpu', 'yang', 'baru', 'dilantik', 'jokowi']",<FreqDist with 8 samples and 8 outcomes>,"['rekam', 'jejak', 'komisioner', 'kpu', 'dilantik', 'jokowi']","['rekam', 'jejak', 'komisioner', 'kpu', 'lantik', 'jokowi']"
98,98,2022-04-12T07:30:31.000Z,1326404439696166912,1513781592723918851,@Maya83206301 @jokowi @ChusnulCh__ @SantorinisSun @DavidWijaya82 @TomCruzz555 Pinter juga nih bpk2 boleh diadu ilmunya nih lawan si didu @msaid_didu botak cebol,@maya83206301 @jokowi @chusnulch__ @santorinissun @davidwijaya82 @tomcruzz555 pinter juga nih bpk2 boleh diadu ilmunya nih lawan si didu @msaid_didu botak cebol,"['pinter', 'juga', 'nih', 'bpk', 'boleh', 'diadu', 'ilmunya', 'nih', 'lawan', 'si', 'didu', 'didu', 'botak', 'cebol']",<FreqDist with 12 samples and 14 outcomes>,"['pinter', 'bpk', 'diadu', 'ilmunya', 'lawan', 'didu', 'didu', 'botak', 'cebol']","['pinter', 'bpk', 'adu', 'ilmu', 'lawan', 'didu', 'didu', 'botak', 'cebol']"
99,99,2022-04-12T07:30:27.000Z,992673313141899264,1513781576995606528,Calon Haji Indonesia Bisa Berangkat Tahun Ini @jokowi https://t.co/0GEqKzgNdI,calon haji indonesia bisa berangkat tahun ini @jokowi https://t.co/0geqkzgndi,"['calon', 'haji', 'indonesia', 'bisa', 'berangkat', 'tahun', 'ini']",<FreqDist with 7 samples and 7 outcomes>,"['calon', 'haji', 'indonesia', 'berangkat']","['calon', 'haji', 'indonesia', 'berangkat']"
