,created_at,author_id,id,text
73,2022-04-12T07:31:46.000Z,1269629023421779968,1513781910790582276,"@zacky_enf @moslem_nkri @jokowi Nda tau juga ya.. 
Bisa aja lakban kardusnya di silet,seketika isi kardus kotak suara berubah
Ajaib khan.."
74,2022-04-12T07:31:44.000Z,1358629920084094976,1513781900657426434,"@RamliRizal Tuhan telah memilih dan mengutus utusanya utk menyelamatkan nkri dari para koruptor,para pendengki.yaitu presiden jokowi yg menang mutlak sah di pilih rakyat indonesia"
75,2022-04-12T07:31:41.000Z,713611753,1513781890075213829,@bulantasik @VerrBoden @DokterTifa Mengaku Islam tp melihat kenyataan jika Allah melindungi pak Jokowi &amp; negara ini kok kepanasan? Kok menyangkal?
76,2022-04-12T07:31:39.000Z,1346305256762720256,1513781880528654339,"@yungsgy Yg beliin Jokowi, Bro? 🤭"
77,2022-04-12T07:31:34.000Z,942835436736487424,1513781856851832833,Emak emak ingin Jokowi mundur.nah gimana tanggapan anda?? https://t.co/MYSYbIqNWL
78,2022-04-12T07:31:33.000Z,1196324488607985665,1513781852850425856,@vita_AVP @ListyoSigitP @jokowi  salah pilih pala pulisih.  Ganti
79,2022-04-12T07:31:31.000Z,817724394294214657,1513781847398170624,"@saiful_mujani @ferrykoto Yang Biadab dan Kejam itu,, Pendukung Jokowi,, Karena Membunuh, Menyiksa pihak OPOSISI dan Anggota FPI,, Ade Armando Masih Hidup,,, https://t.co/Ep8RIaxQlA"
80,2022-04-12T07:31:30.000Z,335775232,1513781841458696194,Kalau Jokowi berani mecat opung luhud wah fix hokage Naruto lewat~
81,2022-04-12T07:31:25.000Z,1497851922476273665,1513781822765015043,@EriekaAmelia @goensaja @jokowi @gibran_tweet Penggemar #bolibanteradikalis juga nih mbak @EriekaAmelia walau terpaksa 😅
82,2022-04-12T07:31:17.000Z,1152110797293670401,1513781787281231873,"Agak debatable di JK. 

dia sih utang budi ke Jokowi dengan ""penerbangan pengobatan diam2"" tanpa publik ngeh. Ke Jerman

Tapi nusuk Jokowi bolakbalik. 
212 lah 
Pilkada DKI lah. 
Push Anies segala caralah https://t.co/0DwiHYVhMg"
83,2022-04-12T07:31:15.000Z,1078739988877963264,1513781778968121350,"@gitaaaayuuuu @BEMUI_Official emng dari awal narasinya bukan 3 periode, tapi buat nurunin jokowi dari posisinya sebagai presiden"
84,2022-04-12T07:31:07.000Z,1453173401342779395,1513781746919161856,Viral Lagi Pernyataan Jokowi Kangen Didemo dan Janji Siapkan Makanan dan Minuman https://t.co/WUebNdgqxG
85,2022-04-12T07:31:01.000Z,1495948068587737088,1513781721258344450,@ariandi6031 Saya selalu dukung Pakde Jokowi
86,2022-04-12T07:31:01.000Z,919723302116999170,1513781719216046083,"@satriaxbrandal @jokowi @cakimiNOW @AremaNita__ @Jelantik5 @cucu_mbahDharma @AswantGardapati Wacana penundaan pemilu yg dilontarkan mereka yg bikin mahasiswa jadi turun ke jalan, dan lagi lagi Jokowi yg disalahkan"
87,2022-04-12T07:30:59.000Z,1497587832835407875,1513781712253505539,@ariandi6031 Jokowi pemimpin yang merakyat
88,2022-04-12T07:30:56.000Z,1067959794328162304,1513781697909002250,"@GeiszChalifah Demo anarkis membuat perjuangan mahasiswa ternoda.
Saya sepakat demo mahasiswa unt menekan kinerja pemerintah Jokowi supaya lebih pentingkan kebutuhan rakyatnya"
89,2022-04-12T07:30:55.000Z,1497587757387960322,1513781693169102848,@ariandi6031 Jokowi menegaskan tak berminat jadi presiden selama tiga periode
90,2022-04-12T07:30:52.000Z,1310287386811625472,1513781684269125634,"@katanyahasan @wtfmsdpn @ChusnulCh__ @jokowi @mohmahfudmd @ListyoSigitP Tanya mbak rara aja mas, siapa tau kendi sakti nya bisa ngasi jawaban. https://t.co/v6wjjGgrNu"
91,2022-04-12T07:30:51.000Z,302475991,1513781680167088140,daftar #nexmedia hub: 08568931707 klik jg https://t.co/tqrzNsuuTi pesan langsung antar #jokowi #indonesia #jakarta
92,2022-04-12T07:30:50.000Z,1440226712642461702,1513781674802581506,@ariandi6031 Presiden Jokowi meminta para menteri sensitif pada kesulitan rakyat serta memiliki empati
93,2022-04-12T07:30:49.000Z,1396062910204416003,1513781671467778049,@ariandi6031 Pendukung Jokowi taat konstitusi 2 periode
94,2022-04-12T07:30:46.000Z,1010870787618697216,1513781655898849284,"@faizalassegaf @jokowi Aseli, orang ternyata aneh &amp; tidak berguna"
95,2022-04-12T07:30:45.000Z,1379431842,1513781654380478466,@Santanha_88 @jokowi Ada apa ini ?
96,2022-04-12T07:30:44.000Z,1332259261129256962,1513781649011781635,"@Kemenag_RI  @jokowi 
Kalian pemimpin mayoritas tercuci otak lewat ceramah aliran terorism. Jd klu kalian dihina dicaci, mrk adalah iblism. Ga usah pikirin ya pak. https://t.co/PibLzIUTLc"
97,2022-04-12T07:30:33.000Z,84447580,1513781600961540096,"Rekam Jejak Komisioner KPU 2022-2027 yang Baru Dilantik Jokowi
https://t.co/z6jrzG8WhT"
98,2022-04-12T07:30:31.000Z,1326404439696166912,1513781592723918851,@Maya83206301 @jokowi @ChusnulCh__ @SantorinisSun @DavidWijaya82 @TomCruzz555 Pinter juga nih bpk2 boleh diadu ilmunya nih lawan si didu @msaid_didu botak cebol
99,2022-04-12T07:30:27.000Z,992673313141899264,1513781576995606528,Calon Haji Indonesia Bisa Berangkat Tahun Ini @jokowi https://t.co/0GEqKzgNdI
